Airline,Source,Destination,Total_Stops,Price,Dep_Hours,Dep_Minutes,Arrival_Hours,Arrival_Minutes,hoursMinutes
Vistara,Kolkata,Banglore,1 stop,8610,20,20,20,20,1350
IndiGo,Kolkata,Banglore,non-stop,4174,20,20,20,20,155
Jet Airways,Banglore,Delhi,1 stop,11087,8,0,8,0,1530
SpiceJet,Banglore,Delhi,non-stop,3971,21,10,21,10,175
Jet Airways,Delhi,Cochin,1 stop,17531,7,5,7,5,715
SpiceJet,Banglore,Delhi,non-stop,3573,5,55,5,55,160
Air India,Kolkata,Banglore,1 stop,8366,9,25,9,25,1350
Air India,Kolkata,Banglore,non-stop,13885,14,15,14,15,150
Multiple carriers,Delhi,Cochin,2 stops,18485,17,50,17,50,460
Air Asia,Kolkata,Banglore,non-stop,4409,19,55,19,55,150
Vistara,Kolkata,Banglore,1 stop,8085,20,20,20,20,1625
Multiple carriers,Delhi,Cochin,1 stop,13377,17,30,17,30,480
Air India,Delhi,Cochin,2 stops,13538,13,20,13,20,1100
Multiple carriers,Delhi,Cochin,1 stop,15147,19,0,19,0,395
Jet Airways,Banglore,Delhi,non-stop,4030,11,10,11,10,175
Multiple carriers,Delhi,Cochin,1 stop,14848,8,0,8,0,675
Jet Airways,Banglore,Delhi,1 stop,13555,22,50,22,50,565
Air India,Delhi,Cochin,2 stops,10975,7,5,7,5,1580
Jet Airways,Delhi,Cochin,2 stops,13029,9,40,9,40,1615
Jet Airways,Kolkata,Banglore,1 stop,9663,8,25,8,25,1495
Jet Airways,Mumbai,Hyderabad,non-stop,4050,10,20,10,20,90
Jet Airways,Delhi,Cochin,1 stop,14714,17,30,17,30,655
Air India,Banglore,Delhi,2 stops,11213,10,30,10,30,655
Jet Airways,Banglore,Delhi,non-stop,4544,6,0,6,0,165
SpiceJet,Kolkata,Banglore,non-stop,3873,9,0,9,0,145
Multiple carriers,Delhi,Cochin,1 stop,12537,13,0,13,0,480
Jet Airways,Kolkata,Banglore,1 stop,13067,9,35,9,35,575
Jet Airways,Delhi,Cochin,2 stops,16704,23,5,23,5,1760
Air India,Banglore,Delhi,1 stop,8714,6,45,6,45,330
Jet Airways,Delhi,Cochin,2 stops,13376,14,35,14,35,1320
SpiceJet,Chennai,Kolkata,non-stop,3597,8,20,8,20,135
Multiple carriers,Delhi,Cochin,1 stop,7670,12,50,12,50,760
Air India,Kolkata,Banglore,2 stops,14410,9,50,9,50,2245
Air India,Delhi,Cochin,1 stop,7480,9,45,9,45,1420
Jet Airways,Kolkata,Banglore,1 stop,13584,20,0,20,0,1335
Jet Airways,Banglore,Delhi,non-stop,4544,17,45,17,45,180
Multiple carriers,Delhi,Cochin,1 stop,8099,9,15,9,15,600
Jet Airways,Kolkata,Banglore,1 stop,10844,16,30,16,30,730
Jet Airways,Delhi,Cochin,1 stop,12557,19,15,19,15,550
Jet Airways,Delhi,Cochin,non-stop,9564,11,0,11,0,195
Jet Airways,Banglore,Delhi,1 stop,13817,21,25,21,25,725
Jet Airways,Kolkata,Banglore,1 stop,12384,9,35,9,35,575
Multiple carriers,Delhi,Cochin,1 stop,7575,4,55,4,55,860
Air India,Kolkata,Banglore,2 stops,14120,16,45,16,45,1155
Multiple carriers,Delhi,Cochin,1 stop,6916,7,5,7,5,915
Multiple carriers,Delhi,Cochin,1 stop,7878,7,10,7,10,920
Jet Airways,Banglore,Delhi,1 stop,11087,22,50,22,50,1290
IndiGo,Kolkata,Banglore,non-stop,4804,14,25,14,25,150
SpiceJet,Chennai,Kolkata,non-stop,3597,9,45,9,45,135
Air India,Kolkata,Banglore,2 stops,12723,5,50,5,50,2065
IndiGo,Mumbai,Hyderabad,non-stop,2227,20,5,20,5,95
Air India,Delhi,Cochin,1 stop,9929,7,0,7,0,735
Jet Airways,Kolkata,Banglore,1 stop,11841,21,10,21,10,730
Jet Airways,Delhi,Cochin,1 stop,12373,11,30,11,30,1015
Jet Airways,Delhi,Cochin,1 stop,12898,20,55,20,55,1325
Air India,Delhi,Cochin,2 stops,15113,5,55,5,55,1545
Multiple carriers,Delhi,Cochin,1 stop,10529,11,40,11,40,440
Air India,Delhi,Cochin,2 stops,8875,13,5,13,5,1115
Jet Airways,Kolkata,Banglore,1 stop,10844,8,25,8,25,740
Air India,Banglore,Delhi,non-stop,15676,6,10,6,10,165
Jet Airways,Kolkata,Banglore,1 stop,7064,8,25,8,25,910
Jet Airways,Kolkata,Banglore,1 stop,10844,8,25,8,25,685
Jet Airways,Mumbai,Hyderabad,1 stop,19595,14,0,14,0,1610
Jet Airways,Kolkata,Banglore,1 stop,13941,14,5,14,5,1090
IndiGo,Delhi,Cochin,1 stop,6790,8,35,8,35,455
SpiceJet,Kolkata,Banglore,non-stop,3841,9,0,9,0,145
Jet Airways,Banglore,Delhi,1 stop,11087,11,40,11,40,1280
Air India,Delhi,Cochin,2 stops,11491,19,45,19,45,1410
IndiGo,Banglore,Delhi,non-stop,3943,5,30,5,30,170
Vistara,Banglore,Delhi,non-stop,4878,17,0,17,0,155
Jet Airways,Delhi,Cochin,1 stop,14714,22,50,22,50,335
Multiple carriers,Delhi,Cochin,1 stop,10877,6,40,6,40,740
Air India,Delhi,Cochin,2 stops,9653,19,45,19,45,1410
Jet Airways,Kolkata,Banglore,1 stop,14571,20,0,20,0,960
Jet Airways,Kolkata,Banglore,1 stop,7064,18,55,18,55,1550
IndiGo,Kolkata,Banglore,non-stop,5618,15,20,15,20,155
Multiple carriers,Delhi,Cochin,1 stop,13727,14,0,14,0,690
Vistara,Delhi,Cochin,non-stop,4851,14,40,14,40,190
Air India,Kolkata,Banglore,2 stops,15187,9,10,9,10,760
GoAir,Banglore,Delhi,non-stop,3419,7,45,7,45,175
IndiGo,Banglore,Delhi,non-stop,3943,6,5,6,5,165
Jet Airways,Delhi,Cochin,2 stops,15129,9,40,9,40,1615
IndiGo,Banglore,Delhi,non-stop,3419,0,25,0,25,170
Air India,Delhi,Cochin,2 stops,10861,20,0,20,0,1395
IndiGo,Delhi,Cochin,1 stop,7074,5,10,5,10,295
Air India,Kolkata,Banglore,2 stops,11542,9,25,9,25,1780
IndiGo,Delhi,Cochin,1 stop,6968,6,50,6,50,320
Jet Airways,Banglore,Delhi,non-stop,5769,17,45,17,45,180
Vistara,Kolkata,Banglore,1 stop,7927,20,20,20,20,1580
Jet Airways,Kolkata,Banglore,1 stop,13044,18,55,18,55,800
Jet Airways,Delhi,Cochin,2 stops,15129,23,5,23,5,810
SpiceJet,Kolkata,Banglore,non-stop,3841,9,0,9,0,145
IndiGo,Kolkata,Banglore,non-stop,4804,20,20,20,20,155
SpiceJet,Banglore,Delhi,non-stop,4319,5,55,5,55,160
Jet Airways,Delhi,Cochin,1 stop,16079,21,50,21,50,1270
Jet Airways,Kolkata,Banglore,1 stop,13067,17,0,17,0,1570
Jet Airways,Banglore,Delhi,1 stop,13817,18,55,18,55,765
SpiceJet,Banglore,Delhi,non-stop,3625,21,10,21,10,175
Air India,Mumbai,Hyderabad,3 stops,18293,9,40,9,40,1775
Vistara,Banglore,Delhi,non-stop,5613,19,30,19,30,165
Air India,Delhi,Cochin,1 stop,11038,6,10,6,10,1565
IndiGo,Banglore,Delhi,non-stop,4077,6,5,6,5,165
Multiple carriers,Delhi,Cochin,1 stop,6883,8,0,8,0,780
Air India,Banglore,Delhi,non-stop,19508,17,0,17,0,165
Air India,Banglore,Delhi,1 stop,8714,8,50,8,50,865
IndiGo,Kolkata,Banglore,non-stop,4804,4,40,4,40,155
Multiple carriers,Delhi,Cochin,1 stop,15078,8,0,8,0,450
SpiceJet,Kolkata,Banglore,non-stop,4807,17,10,17,10,150
Multiple carriers,Delhi,Cochin,3 stops,21829,11,35,11,35,565
Vistara,Banglore,Delhi,non-stop,5403,11,30,11,30,160
GoAir,Kolkata,Banglore,1 stop,7335,23,30,23,30,495
Jet Airways,Delhi,Cochin,2 stops,9412,17,35,17,35,650
Jet Airways,Kolkata,Banglore,1 stop,10844,8,25,8,25,685
IndiGo,Banglore,Delhi,non-stop,4990,18,55,18,55,175
Jet Airways,Delhi,Cochin,2 stops,16704,23,5,23,5,1760
Air India,Delhi,Cochin,2 stops,7711,5,55,5,55,2240
Jet Airways,Delhi,Cochin,1 stop,10262,17,30,17,30,655
Multiple carriers,Delhi,Cochin,1 stop,6007,12,50,12,50,490
Air India,Kolkata,Banglore,2 stops,12219,9,25,9,25,1200
GoAir,Banglore,Delhi,non-stop,3898,20,55,20,55,165
Jet Airways,Kolkata,Banglore,1 stop,11467,17,0,17,0,1745
Air India,Kolkata,Banglore,2 stops,12534,8,20,8,20,725
Jet Airways,Kolkata,Banglore,1 stop,10844,8,25,8,25,590
SpiceJet,Banglore,Delhi,non-stop,4377,5,45,5,45,170
Vistara,Chennai,Kolkata,non-stop,11982,17,45,17,45,140
SpiceJet,Banglore,Delhi,non-stop,4423,9,30,9,30,170
Jet Airways,Delhi,Cochin,1 stop,17234,19,15,19,15,550
Vistara,Kolkata,Banglore,1 stop,8295,7,10,7,10,945
Jet Airways,Delhi,Cochin,2 stops,15864,5,30,5,30,2295
GoAir,Banglore,Delhi,non-stop,3398,11,40,11,40,170
Multiple carriers,Delhi,Cochin,1 stop,7198,13,0,13,0,750
Jet Airways,Banglore,Delhi,non-stop,7229,6,0,6,0,165
Jet Airways,Delhi,Cochin,2 stops,13014,5,30,5,30,1375
Air India,Kolkata,Banglore,1 stop,6528,14,35,14,35,1440
Jet Airways,Delhi,Cochin,2 stops,13292,9,35,9,35,1620
Jet Airways,Delhi,Cochin,2 stops,15129,19,10,19,10,1430
Air India,Delhi,Cochin,2 stops,11071,20,0,20,0,1395
SpiceJet,Kolkata,Banglore,non-stop,4174,6,55,6,55,155
Multiple carriers,Delhi,Cochin,1 stop,11299,4,0,4,0,890
Jet Airways,Delhi,Cochin,1 stop,12373,19,45,19,45,1010
Air India,Banglore,Delhi,1 stop,13439,5,50,5,50,1645
IndiGo,Kolkata,Banglore,non-stop,4804,20,20,20,20,155
Air India,Kolkata,Banglore,2 stops,11642,9,25,9,25,1210
IndiGo,Banglore,Delhi,non-stop,3419,0,25,0,25,170
IndiGo,Kolkata,Banglore,2 stops,6103,6,35,6,35,335
Air India,Kolkata,Banglore,2 stops,13033,7,0,7,0,1100
Jet Airways,Banglore,Delhi,2 stops,11245,8,55,8,55,420
Jet Airways,Kolkata,Banglore,1 stop,10056,6,30,6,30,330
Jet Airways,Kolkata,Banglore,1 stop,10539,20,25,20,25,1080
IndiGo,Chennai,Kolkata,non-stop,5277,22,5,22,5,140
Air India,Kolkata,Banglore,1 stop,11936,10,0,10,0,795
Jet Airways,Delhi,Cochin,2 stops,13014,5,30,5,30,1375
Vistara,Kolkata,Banglore,1 stop,8820,17,0,17,0,1640
Jet Airways,Delhi,Cochin,1 stop,12373,15,0,15,0,1295
Jet Airways,Delhi,Cochin,1 stop,10262,9,0,9,0,1655
Jet Airways,Mumbai,Hyderabad,non-stop,4995,7,5,7,5,85
Jet Airways,Delhi,Cochin,1 stop,7438,21,50,21,50,1315
IndiGo,Kolkata,Banglore,non-stop,4148,5,30,5,30,170
IndiGo,Chennai,Kolkata,non-stop,3597,14,45,14,45,140
Air Asia,Kolkata,Banglore,1 stop,5192,7,35,7,35,955
Jet Airways,Banglore,Delhi,1 stop,16736,8,0,8,0,740
Multiple carriers,Delhi,Cochin,1 stop,7933,13,0,13,0,480
Air India,Delhi,Cochin,1 stop,8879,8,0,8,0,675
IndiGo,Delhi,Cochin,non-stop,5000,14,25,14,25,195
Vistara,Kolkata,Banglore,1 stop,8137,17,0,17,0,965
SpiceJet,Banglore,Delhi,non-stop,4273,5,45,5,45,170
IndiGo,Kolkata,Banglore,1 stop,4226,19,35,19,35,220
Jet Airways,Kolkata,Banglore,1 stop,10844,8,25,8,25,475
IndiGo,Mumbai,Hyderabad,non-stop,2754,12,0,12,0,90
IndiGo,Kolkata,Banglore,1 stop,6301,10,30,10,30,335
Air India,Kolkata,Banglore,2 stops,13222,9,25,9,25,1700
Jet Airways,Delhi,Cochin,1 stop,12898,17,30,17,30,1145
Air India,Banglore,Delhi,1 stop,12127,6,45,6,45,830
Jet Airways,Kolkata,Banglore,1 stop,13067,20,25,20,25,1540
Air India,Kolkata,Banglore,2 stops,9920,16,45,16,45,1660
GoAir,Banglore,Delhi,non-stop,4239,7,45,7,45,175
Jet Airways,Delhi,Cochin,1 stop,14714,21,50,21,50,1270
IndiGo,Kolkata,Banglore,1 stop,6218,18,5,18,5,325
IndiGo,Chennai,Kolkata,non-stop,7295,5,15,5,15,140
Multiple carriers,Delhi,Cochin,1 stop,7408,3,50,3,50,460
Jet Airways,Kolkata,Banglore,1 stop,13994,9,35,9,35,505
IndiGo,Kolkata,Banglore,non-stop,5224,14,25,14,25,150
SpiceJet,Mumbai,Hyderabad,non-stop,4391,5,45,5,45,80
Air India,Kolkata,Banglore,2 stops,14109,10,0,10,0,1165
SpiceJet,Banglore,Delhi,non-stop,4885,9,30,9,30,170
Jet Airways,Banglore,Delhi,non-stop,8016,8,20,8,20,180
Multiple carriers,Delhi,Cochin,1 stop,12524,6,0,6,0,395
Jet Airways,Delhi,Cochin,1 stop,6017,2,15,2,15,995
Air India,Delhi,Cochin,2 stops,10441,22,0,22,0,1275
SpiceJet,Banglore,Delhi,non-stop,3625,21,10,21,10,175
Air India,Delhi,Cochin,3 stops,15586,5,15,5,15,2280
Air India,Delhi,Cochin,1 stop,7199,8,0,8,0,675
Jet Airways,Delhi,Cochin,2 stops,12273,6,20,6,20,1325
Multiple carriers,Delhi,Cochin,1 stop,7530,19,0,19,0,390
Jet Airways,Mumbai,Hyderabad,non-stop,5678,19,35,19,35,90
Air India,Delhi,Cochin,2 stops,11753,10,55,10,55,1245
SpiceJet,Mumbai,Hyderabad,non-stop,1965,22,45,22,45,90
IndiGo,Delhi,Cochin,1 stop,5054,20,25,20,25,305
Jet Airways,Delhi,Cochin,1 stop,12373,7,5,7,5,715
SpiceJet,Mumbai,Hyderabad,non-stop,2017,22,45,22,45,90
Jet Airways,Kolkata,Banglore,1 stop,10661,13,55,13,55,890
Multiple carriers,Delhi,Cochin,1 stop,9794,10,20,10,20,520
Jet Airways,Kolkata,Banglore,1 stop,13067,20,25,20,25,1630
IndiGo,Banglore,Delhi,non-stop,7648,10,5,10,5,175
Air India,Kolkata,Banglore,2 stops,10676,12,0,12,0,590
Air India,Banglore,Delhi,non-stop,6961,10,0,10,0,165
IndiGo,Delhi,Cochin,1 stop,6979,11,25,11,25,845
Multiple carriers,Delhi,Cochin,1 stop,13587,9,0,9,0,720
Jet Airways,Kolkata,Banglore,1 stop,10844,14,5,14,5,570
IndiGo,Banglore,Delhi,non-stop,3943,10,10,10,10,170
IndiGo,Delhi,Cochin,1 stop,6838,9,15,9,15,705
Jet Airways,Delhi,Cochin,1 stop,6542,13,0,13,0,360
Jet Airways,Delhi,Cochin,1 stop,12239,7,5,7,5,715
Jet Airways,Kolkata,Banglore,1 stop,14388,16,30,16,30,730
IndiGo,Kolkata,Banglore,non-stop,4148,5,30,5,30,170
Multiple carriers,Delhi,Cochin,2 stops,16840,15,5,15,5,625
Multiple carriers,Delhi,Cochin,1 stop,9646,9,45,9,45,765
Jet Airways,Kolkata,Banglore,1 stop,14571,21,10,21,10,1265
IndiGo,Delhi,Cochin,1 stop,7923,16,0,16,0,570
Jet Airways,Kolkata,Banglore,1 stop,8586,20,0,20,0,520
Multiple carriers,Delhi,Cochin,1 stop,9646,13,15,13,15,555
Jet Airways,Kolkata,Banglore,1 stop,14388,14,5,14,5,1315
Jet Airways,Kolkata,Banglore,1 stop,13044,16,30,16,30,1430
Multiple carriers,Delhi,Cochin,1 stop,10197,10,0,10,0,540
Jet Airways,Delhi,Cochin,1 stop,14714,19,45,19,45,1395
Air India,Delhi,Cochin,1 stop,9929,10,0,10,0,555
Jet Airways,Delhi,Cochin,1 stop,6017,22,50,22,50,335
SpiceJet,Chennai,Kolkata,non-stop,3597,9,45,9,45,135
Air India,Delhi,Cochin,1 stop,5704,13,30,13,30,570
Jet Airways,Delhi,Cochin,1 stop,14714,19,45,19,45,520
Air India,Banglore,Delhi,non-stop,5228,10,0,10,0,165
Jet Airways,Kolkata,Banglore,1 stop,11467,9,35,9,35,1520
Vistara,Banglore,Delhi,non-stop,4668,9,45,9,45,170
IndiGo,Banglore,Delhi,non-stop,4591,21,15,21,15,180
IndiGo,Banglore,Delhi,non-stop,3943,21,15,21,15,180
Air India,Banglore,Delhi,non-stop,5228,10,0,10,0,165
Jet Airways,Delhi,Cochin,1 stop,12242,2,15,2,15,995
Air India,Delhi,Cochin,2 stops,11185,7,5,7,5,1580
IndiGo,Delhi,Cochin,1 stop,6573,9,15,9,15,975
Jet Airways,Kolkata,Banglore,1 stop,14781,16,30,16,30,365
Air India,Kolkata,Banglore,2 stops,14960,16,45,16,45,970
IndiGo,Chennai,Kolkata,non-stop,4332,11,35,11,35,145
Air Asia,Banglore,Delhi,non-stop,7652,5,50,5,50,170
Jet Airways,Kolkata,Banglore,1 stop,14151,9,35,9,35,690
SpiceJet,Banglore,Delhi,non-stop,4319,9,30,9,30,170
Jet Airways,Delhi,Cochin,2 stops,10929,19,10,19,10,1420
Air India,Kolkata,Banglore,2 stops,11491,7,0,7,0,1620
IndiGo,Delhi,Cochin,non-stop,6015,14,20,14,20,195
Jet Airways,Kolkata,Banglore,1 stop,12692,9,35,9,35,690
Air Asia,Kolkata,Banglore,non-stop,4384,22,50,22,50,150
IndiGo,Banglore,Delhi,non-stop,3943,6,5,6,5,165
Jet Airways,Delhi,Cochin,1 stop,12373,9,0,9,0,600
Jet Airways,Banglore,Delhi,1 stop,19225,8,0,8,0,315
Jet Airways,Delhi,Cochin,1 stop,14053,19,45,19,45,1385
Air India,Banglore,Delhi,non-stop,5911,13,20,13,20,170
Multiple carriers,Delhi,Cochin,1 stop,10877,6,40,6,40,740
Jet Airways,Kolkata,Banglore,1 stop,7757,18,55,18,55,585
IndiGo,Delhi,Cochin,1 stop,6558,7,35,7,35,515
IndiGo,Kolkata,Banglore,non-stop,4804,9,35,9,35,165
Jet Airways,Mumbai,Hyderabad,non-stop,5678,15,50,15,50,90
Jet Airways,Delhi,Cochin,1 stop,12373,10,0,10,0,1105
Jet Airways,Banglore,Delhi,non-stop,5198,6,0,6,0,165
IndiGo,Kolkata,Banglore,non-stop,6064,14,25,14,25,150
Jet Airways,Delhi,Cochin,1 stop,15029,21,50,21,50,395
Jet Airways,Delhi,Cochin,2 stops,10909,5,30,5,30,810
Multiple carriers,Delhi,Cochin,1 stop,18492,8,40,8,40,665
Jet Airways,Delhi,Cochin,1 stop,10262,2,15,2,15,1570
Jet Airways,Kolkata,Banglore,1 stop,8781,11,50,11,50,345
IndiGo,Delhi,Cochin,1 stop,6442,8,35,8,35,455
Jet Airways,Mumbai,Hyderabad,1 stop,20120,9,50,9,50,405
Vistara,Banglore,Delhi,non-stop,4878,19,30,19,30,165
Jet Airways,Banglore,Delhi,1 stop,16736,5,45,5,45,760
Vistara,Kolkata,Banglore,1 stop,8610,7,10,7,10,700
Vistara,Chennai,Kolkata,non-stop,3687,7,5,7,5,135
Vistara,Kolkata,Banglore,1 stop,8452,20,20,20,20,765
IndiGo,Banglore,Delhi,non-stop,3943,10,30,10,30,170
IndiGo,Mumbai,Hyderabad,non-stop,3342,6,20,6,20,85
Jet Airways,Kolkata,Banglore,1 stop,13067,20,25,20,25,1080
Vistara,Banglore,Delhi,non-stop,4878,19,30,19,30,165
Jet Airways,Kolkata,Banglore,1 stop,14388,21,10,21,10,775
Jet Airways,Delhi,Cochin,2 stops,16704,13,25,13,25,900
Air India,Mumbai,Hyderabad,non-stop,3100,19,30,19,30,75
Air India,Banglore,Delhi,3 stops,13387,17,25,17,25,1480
IndiGo,Mumbai,Hyderabad,non-stop,4049,9,10,9,10,90
Jet Airways,Delhi,Cochin,2 stops,13029,5,30,5,30,810
SpiceJet,Banglore,Delhi,non-stop,3919,21,10,21,10,175
IndiGo,Chennai,Kolkata,non-stop,3850,5,15,5,15,145
Air India,Delhi,Cochin,2 stops,8839,13,15,13,15,1210
Jet Airways,Kolkata,Banglore,1 stop,7064,16,30,16,30,730
Jet Airways,Kolkata,Banglore,1 stop,13941,20,0,20,0,735
Air India,Kolkata,Banglore,3 stops,13007,10,0,10,0,1470
Jet Airways,Kolkata,Banglore,1 stop,14781,14,5,14,5,510
Jet Airways,Delhi,Cochin,non-stop,4256,11,0,11,0,195
Vistara,Banglore,Delhi,non-stop,7923,16,0,16,0,155
Air Asia,Kolkata,Banglore,non-stop,3782,22,50,22,50,150
Jet Airways,Kolkata,Banglore,1 stop,12384,20,25,20,25,800
Multiple carriers,Delhi,Cochin,1 stop,8565,10,0,10,0,935
IndiGo,Delhi,Cochin,1 stop,6232,16,0,16,0,300
IndiGo,Banglore,Delhi,non-stop,4777,5,30,5,30,170
Air India,Kolkata,Banglore,non-stop,4145,20,45,20,45,155
Air Asia,Kolkata,Banglore,1 stop,5192,22,40,22,40,720
Air India,Delhi,Cochin,non-stop,4729,5,10,5,10,170
IndiGo,Delhi,Cochin,1 stop,6093,6,40,6,40,860
Air India,Kolkata,Banglore,1 stop,8891,9,25,9,25,545
Jet Airways,Delhi,Cochin,1 stop,12242,16,0,16,0,745
Jet Airways,Kolkata,Banglore,1 stop,11467,17,0,17,0,1500
Jet Airways,Kolkata,Banglore,1 stop,14781,21,10,21,10,730
Multiple carriers,Delhi,Cochin,1 stop,10197,7,0,7,0,720
Jet Airways,Banglore,Delhi,1 stop,17261,21,25,21,25,725
Air India,Delhi,Cochin,1 stop,7480,20,40,20,40,765
IndiGo,Kolkata,Banglore,non-stop,4804,15,30,15,30,155
SpiceJet,Kolkata,Banglore,non-stop,4439,9,0,9,0,145
Jet Airways,Delhi,Cochin,2 stops,10368,5,30,5,30,1375
SpiceJet,Delhi,Cochin,1 stop,6065,6,10,6,10,310
Jet Airways,Kolkata,Banglore,1 stop,8586,18,55,18,55,585
IndiGo,Delhi,Cochin,non-stop,5406,14,30,14,30,185
Jet Airways,Delhi,Cochin,2 stops,12142,18,25,18,25,600
Jet Airways,Delhi,Cochin,1 stop,14714,2,15,2,15,620
Jet Airways,Delhi,Cochin,1 stop,10262,2,15,2,15,1570
Air India,Banglore,Delhi,1 stop,15434,11,50,11,50,725
Air India,Kolkata,Banglore,2 stops,10676,12,0,12,0,1390
IndiGo,Kolkata,Banglore,non-stop,4804,20,20,20,20,155
Jet Airways,Delhi,Cochin,2 stops,13014,19,30,19,30,1025
IndiGo,Banglore,Delhi,non-stop,3943,10,10,10,10,170
Air India,Mumbai,Hyderabad,2 stops,9678,5,30,5,30,990
Jet Airways,Kolkata,Banglore,1 stop,14781,8,25,8,25,685
Multiple carriers,Delhi,Cochin,1 stop,10197,9,0,9,0,600
Air India,Delhi,Cochin,2 stops,10861,5,55,5,55,800
Jet Airways,Kolkata,Banglore,1 stop,10844,21,10,21,10,450
Air India,Delhi,Cochin,1 stop,7480,17,20,17,20,965
IndiGo,Delhi,Cochin,1 stop,5684,17,10,17,10,500
Jet Airways,Delhi,Cochin,1 stop,14714,16,0,16,0,1620
Jet Airways,Kolkata,Banglore,1 stop,9314,9,35,9,35,505
Air India,Kolkata,Banglore,non-stop,4435,20,45,20,45,155
Multiple carriers,Delhi,Cochin,1 stop,11789,7,30,7,30,690
SpiceJet,Banglore,Delhi,non-stop,3919,21,10,21,10,175
Jet Airways,Banglore,Delhi,non-stop,5198,15,15,15,15,175
SpiceJet,Banglore,Delhi,non-stop,4273,5,45,5,45,170
Vistara,Kolkata,Banglore,1 stop,8820,17,0,17,0,1550
IndiGo,Mumbai,Hyderabad,non-stop,2754,12,0,12,0,90
Vistara,Kolkata,Banglore,1 stop,8085,20,20,20,20,1625
Jet Airways,Kolkata,Banglore,1 stop,10539,20,25,20,25,1480
Jet Airways,Kolkata,Banglore,1 stop,14676,9,35,9,35,750
Jet Airways,Delhi,Cochin,1 stop,6017,2,15,2,15,1570
Jet Airways,Banglore,Delhi,non-stop,4544,18,55,18,55,185
Trujet,Mumbai,Hyderabad,1 stop,4140,13,5,13,5,195
Jet Airways,Banglore,Delhi,non-stop,7229,11,10,11,10,175
Air India,Delhi,Cochin,2 stops,16373,22,0,22,0,1275
Air India,Kolkata,Banglore,2 stops,10991,5,50,5,50,1045
Jet Airways,Kolkata,Banglore,1 stop,9663,14,5,14,5,1315
Air India,Banglore,Delhi,1 stop,14305,22,0,22,0,1520
Air Asia,Delhi,Cochin,1 stop,6752,16,45,16,45,865
Jet Airways,Kolkata,Banglore,1 stop,8529,16,30,16,30,1010
IndiGo,Delhi,Cochin,non-stop,4729,5,35,5,35,195
Multiple carriers,Delhi,Cochin,1 stop,7670,8,45,8,45,735
Jet Airways,Mumbai,Hyderabad,non-stop,4995,10,20,10,20,90
Jet Airways,Banglore,Delhi,non-stop,7229,8,20,8,20,180
IndiGo,Banglore,Delhi,non-stop,4823,7,10,7,10,175
Air Asia,Kolkata,Banglore,non-stop,3782,19,35,19,35,150
Jet Airways,Delhi,Cochin,1 stop,12898,18,15,18,15,1485
SpiceJet,Kolkata,Banglore,non-stop,3841,22,20,22,20,140
Multiple carriers,Delhi,Cochin,1 stop,9627,10,35,10,35,505
Jet Airways,Kolkata,Banglore,1 stop,14571,21,10,21,10,890
IndiGo,Kolkata,Banglore,non-stop,6985,15,20,15,20,155
Jet Airways,Mumbai,Hyderabad,non-stop,8040,7,5,7,5,85
IndiGo,Kolkata,Banglore,non-stop,4804,22,15,22,15,155
Multiple carriers,Delhi,Cochin,1 stop,10678,4,55,4,55,845
Jet Airways,Kolkata,Banglore,1 stop,14231,16,55,16,55,1515
Jet Airways,Kolkata,Banglore,1 stop,8529,20,0,20,0,1220
Air India,Delhi,Cochin,2 stops,11753,10,55,10,55,500
Jet Airways,Delhi,Cochin,2 stops,16704,23,5,23,5,1760
Jet Airways,Kolkata,Banglore,1 stop,13374,18,55,18,55,585
Air India,Mumbai,Hyderabad,non-stop,3625,21,5,21,5,80
Jet Airways,Delhi,Cochin,1 stop,16079,16,0,16,0,1620
Jet Airways,Delhi,Cochin,1 stop,10262,20,55,20,55,940
Jet Airways,Kolkata,Banglore,1 stop,9663,6,30,6,30,330
Multiple carriers,Delhi,Cochin,1 stop,9595,18,0,18,0,450
IndiGo,Kolkata,Banglore,non-stop,4804,17,15,17,15,155
Air India,Kolkata,Banglore,2 stops,12744,10,0,10,0,1165
Air India,Banglore,Delhi,non-stop,6961,13,20,13,20,170
Jet Airways,Kolkata,Banglore,1 stop,9663,14,5,14,5,875
Multiple carriers,Delhi,Cochin,1 stop,7575,10,35,10,35,520
Air India,Banglore,Delhi,2 stops,13355,19,10,19,10,925
Air India,Kolkata,Banglore,2 stops,12592,9,25,9,25,1700
Air India,Mumbai,Hyderabad,non-stop,3625,13,55,13,55,90
Jet Airways,Delhi,Cochin,1 stop,10262,15,0,15,0,805
Air India,Delhi,Cochin,2 stops,9443,19,45,19,45,1410
Air India,Delhi,Cochin,1 stop,18959,8,40,8,40,635
IndiGo,Mumbai,Hyderabad,non-stop,4784,6,20,6,20,85
Air India,Kolkata,Banglore,1 stop,7893,17,30,17,30,1110
Air India,Delhi,Cochin,2 stops,14431,6,50,6,50,1490
Jet Airways,Mumbai,Hyderabad,non-stop,3210,19,35,19,35,90
Multiple carriers,Delhi,Cochin,1 stop,13677,6,0,6,0,900
Air India,Delhi,Cochin,1 stop,7480,6,5,6,5,1640
Air India,Delhi,Cochin,1 stop,8372,19,0,19,0,760
Jet Airways,Delhi,Cochin,2 stops,11664,5,25,5,25,1380
Air India,Banglore,Delhi,non-stop,6961,10,0,10,0,165
Air India,Banglore,Delhi,non-stop,6121,17,0,17,0,165
